"count","name","unicode","bytes","emojiid","emoji","rencoding","dens","dens.sm","rank"
2,"raised hand","U+270B","\xE2\x9C\x8B",64,"✋","<e2><9c><8b>",0,6.12082508722176e-05,192
2,"snowflake","U+2744","\xE2\x9D\x84",73,"❄","<e2><9d><84>",0,6.12082508722176e-05,193
2,"black question mark ornament","U+2753","\xE2\x9D\x93",77,"❓","<e2><9d><93>",0,6.12082508722176e-05,194
2,"squared vs","U+1F19A","\xF0\x9F\x86\x9A",136,"🆚","<ed><a0><bc><ed><b6><9a>",0,6.12082508722176e-05,195
2,"regional indicator symbol letter d + regional indicator symbol letter e","U+1F1E9 U+1F1EA","\xF0\x9F\x87\xA9\xF0\x9F\x87\xAA",137,"🇩🇪","<ed><a0><bc><ed><b7><a9><ed><a0><bc><ed><b7><aa>",0,6.12082508722176e-05,196
2,"regional indicator symbol letter j + regional indicator symbol letter p","U+1F1EF U+1F1F5","\xF0\x9F\x87\xAF\xF0\x9F\x87\xB5",140,"🇯🇵","<ed><a0><bc><ed><b7><af><ed><a0><bc><ed><b7><b5>",0,6.12082508722176e-05,197
2,"regional indicator symbol letter i + regional indicator symbol letter t","U+1F1EE U+1F1F9","\xF0\x9F\x87\xAE\xF0\x9F\x87\xB9",144,"🇮🇹","<ed><a0><bc><ed><b7><ae><ed><a0><bc><ed><b7><b9>",0,6.12082508722176e-05,198
2,"digit zero + combining enclosing keycap","U+0030 U+20E3","\x30\xE2\x83\xA3",171,"0⃣","0<e2><83><a3>",0,6.12082508722176e-05,199
2,"digit two + combining enclosing keycap","U+0032 U+20E3","\x32\xE2\x83\xA3",172,"2⃣","2<e2><83><a3>",0,6.12082508722176e-05,200
2,"digit three + combining enclosing keycap","U+0033 U+20E3","\x33\xE2\x83\xA3",173,"3⃣","3<e2><83><a3>",0,6.12082508722176e-05,201
2,"white small square","U+25AB","\xE2\x96\xAB",196,"▫","<e2><96><ab>",0,6.12082508722176e-05,202
2,"wheelchair symbol","U+267F","\xE2\x99\xBF",229,"♿","<e2><99><bf>",0,6.12082508722176e-05,203
2,"upwards black arrow","U+2B06","\xE2\xAC\x86",250,"⬆","<e2><ac><86>",0,6.12082508722176e-05,204
2,"crescent moon","U+1F319","\xF0\x9F\x8C\x99",280,"🌙","<ed><a0><bc><ed><bc><99>",0,6.12082508722176e-05,205
2,"rose","U+1F339","\xF0\x9F\x8C\xB9",290,"🌹","<ed><a0><bc><ed><bc><b9>",0,6.12082508722176e-05,206
2,"ear of maize","U+1F33D","\xF0\x9F\x8C\xBD",294,"🌽","<ed><a0><bc><ed><bc><bd>",0,6.12082508722176e-05,207
2,"aubergine","U+1F346","\xF0\x9F\x8D\x86",303,"🍆","<ed><a0><bc><ed><bd><86>",0,6.12082508722176e-05,208
2,"peach","U+1F351","\xF0\x9F\x8D\x91",312,"🍑","<ed><a0><bc><ed><bd><91>",0,6.12082508722176e-05,209
2,"steaming bowl","U+1F35C","\xF0\x9F\x8D\x9C",323,"🍜","<ed><a0><bc><ed><bd><9c>",0,6.12082508722176e-05,210
2,"doughnut","U+1F369","\xF0\x9F\x8D\xA9",336,"🍩","<ed><a0><bc><ed><bd><a9>",0,6.12082508722176e-05,211
2,"chocolate bar","U+1F36B","\xF0\x9F\x8D\xAB",338,"🍫","<ed><a0><bc><ed><bd><ab>",0,6.12082508722176e-05,212
2,"fork and knife","U+1F374","\xF0\x9F\x8D\xB4",347,"🍴","<ed><a0><bc><ed><bd><b4>",0,6.12082508722176e-05,213
2,"cocktail glass","U+1F378","\xF0\x9F\x8D\xB8",351,"🍸","<ed><a0><bc><ed><bd><b8>",0,6.12082508722176e-05,214
2,"wrapped present","U+1F381","\xF0\x9F\x8E\x81",356,"🎁","<ed><a0><bc><ed><be><81>",0,6.12082508722176e-05,215
2,"artist palette","U+1F3A8","\xF0\x9F\x8E\xA8",383,"🎨","<ed><a0><bc><ed><be><a8>",0,6.12082508722176e-05,216
2,"basketball and hoop","U+1F3C0","\xF0\x9F\x8F\x80",407,"🏀","<ed><a0><bc><ed><bf><80>",0,6.12082508722176e-05,217
2,"runner","U+1F3C3","\xF0\x9F\x8F\x83",410,"🏃","<ed><a0><bc><ed><bf><83>",0,6.12082508722176e-05,218
2,"bird","U+1F426","\xF0\x9F\x90\xA6",452,"🐦","<ed><a0><bd><ed><b0><a6>",0,6.12082508722176e-05,219
2,"dolphin","U+1F42C","\xF0\x9F\x90\xAC",457,"🐬","<ed><a0><bd><ed><b0><ac>",0,6.12082508722176e-05,220
2,"tiger face","U+1F42F","\xF0\x9F\x90\xAF",460,"🐯","<ed><a0><bd><ed><b0><af>",0,6.12082508722176e-05,221
2,"horse face","U+1F434","\xF0\x9F\x90\xB4",465,"🐴","<ed><a0><bd><ed><b0><b4>",0,6.12082508722176e-05,222
2,"pig nose","U+1F43D","\xF0\x9F\x90\xBD",474,"🐽","<ed><a0><bd><ed><b0><bd>",0,6.12082508722176e-05,223
2,"white up pointing backhand index","U+1F446","\xF0\x9F\x91\x86",481,"👆","<ed><a0><bd><ed><b1><86>",0,6.12082508722176e-05,224
2,"baby","U+1F476","\xF0\x9F\x91\xB6",526,"👶","<ed><a0><bd><ed><b1><b6>",0,6.12082508722176e-05,225
2,"princess","U+1F478","\xF0\x9F\x91\xB8",528,"👸","<ed><a0><bd><ed><b1><b8>",0,6.12082508722176e-05,226
2,"lipstick","U+1F484","\xF0\x9F\x92\x84",540,"💄","<ed><a0><bd><ed><b2><84>",0,6.12082508722176e-05,227
2,"love letter","U+1F48C","\xF0\x9F\x92\x8C",548,"💌","<ed><a0><bd><ed><b2><8c>",0,6.12082508722176e-05,228
2,"gem stone","U+1F48E","\xF0\x9F\x92\x8E",550,"💎","<ed><a0><bd><ed><b2><8e>",0,6.12082508722176e-05,229
2,"heavy dollar sign","U+1F4B2","\xF0\x9F\x92\xB2",585,"💲","<ed><a0><bd><ed><b2><b2>",0,6.12082508722176e-05,230
2,"cheering megaphone","U+1F4E3","\xF0\x9F\x93\xA3",632,"📣","<ed><a0><bd><ed><b3><a3>",0,6.12082508722176e-05,231
2,"top with upwards arrow above","U+1F51D","\xF0\x9F\x94\x9D",672,"🔝","<ed><a0><bd><ed><b4><9d>",0,6.12082508722176e-05,232
2,"pistol","U+1F52B","\xF0\x9F\x94\xAB",686,"🔫","<ed><a0><bd><ed><b4><ab>",0,6.12082508722176e-05,233
2,"statue of liberty","U+1F5FD","\xF0\x9F\x97\xBD",717,"🗽","<ed><a0><bd><ed><b7><bd>",0,6.12082508722176e-05,234
2,"kissing face with smiling eyes","U+1F619","\xF0\x9F\x98\x99",728,"😙","<ed><a0><bd><ed><b8><99>",0,6.12082508722176e-05,235
2,"put litter in its place symbol","U+1F6AE","\xF0\x9F\x9A\xAE",758,"🚮","<ed><a0><bd><ed><ba><ae>",0,6.12082508722176e-05,236
2,"dog","U+1F415","\xF0\x9F\x90\x95",807,"🐕","<ed><a0><bd><ed><b0><95>",0,6.12082508722176e-05,237
2,"two men holding hands","U+1F46C","\xF0\x9F\x91\xAC",811,"👬","<ed><a0><bd><ed><b1><ac>",0,6.12082508722176e-05,238
2,"two women holding hands","U+1F46D","\xF0\x9F\x91\xAD",812,"👭","<ed><a0><bd><ed><b1><ad>",0,6.12082508722176e-05,239
2,"thought balloon","U+1F4AD","\xF0\x9F\x92\xAD",813,"💭","<ed><a0><bd><ed><b2><ad>",0,6.12082508722176e-05,240
2,"clockwise rightwards and leftwards open circle arrows","U+1F501","\xF0\x9F\x94\x81",821,"🔁","<ed><a0><bd><ed><b4><81>",0,6.12082508722176e-05,241
